book_id,descr,descr_vecs
8437,Detective Carly Edwards is stuck at a desk job in juvenile after she was involved in shooting but when the mayor is murdered by a troubled youth she is sent to the scene and she hopes this will get her out of the boring desk job at the police station.,"[ 0.5025244  -0.27312762  0.2229612   0.15558058 -0.10948206 -0.1183906
  0.36340645 -0.04275103 -0.04964024  0.30409312  0.14095147  0.21001491
 -0.32586476 -0.03092785 -0.2722293  -0.20854202 -0.12898356  0.3101259
 -0.17924513  0.13152468 -0.16954996  0.15925108  0.06826574 -0.46894526
  0.07803489 -0.3377598   0.18797238 -0.07436129  0.1756362   0.12314166
 -0.01677142  0.02054312  0.08909109 -0.19734688  0.08876675 -0.1500508
  0.126963    0.03748463 -0.14950946  0.2905601  -0.0073537   0.21101649
 -0.11086401  0.06837676  0.22141749  0.02182423  0.1035274   0.1616429
  0.13317446 -0.16913202 -0.60720074  0.17331584  0.04662351 -0.36914632
 -0.18875313  0.01888686 -0.00871386 -0.06988772  0.29830852 -0.16906978
 -0.00808183 -0.2685511  -0.12759145 -0.24879228  0.0030229  -0.02651471
  0.26510385 -0.27970383  0.2978942   0.03581753  0.32901633  0.20794612
  0.0920516  -0.23381548 -0.25775012 -0.16749236 -0.2660977  -0.28767478
 -0.1662487  -0.13608326  0.00206643  0.2606944  -0.21988656 -0.21374673
 -0.04260465  0.06902376  0.21667087 -0.03901074 -0.30725157  0.2945881
 -0.06081238 -0.08345285  0.28160486  0.3629005  -0.33752972  0.16566195]"
8438,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
8439,"Twenty-five years ago, Jeffrey and Susan Clayton fled their tyrannical father--a man who was later suspected in the heinous murder of a young student. Though the father was never charged, he committed suicide. Or so it seemed. For someone has sent Susan a cryptic note. Once deciphered, it carries a terrifying message: I have found you. "" ""Meanwhile, a serial killer has invaded a tightly controlled community. Is Jeffrey Clayton's father the source of this latest killing spree? The authorities think so--and they present Jeffrey, now a noted expert on serial killers, with a challenge: Find the butcher responsible for the newborn spate of carnage. ""Find your father,"" . . .","[ 0.01651041 -0.27998954 -0.09431244  0.03078099 -0.01446062  0.33061665
  0.16917522  0.14661635  0.17421015  0.06310317  0.27548727  0.11810824
 -0.34924904  0.04962199 -0.19118434 -0.09824197 -0.07406553  0.02906117
  0.09028762 -0.07058095 -0.17225972  0.11546956  0.03033905 -0.27432165
  0.09838124  0.04855545  0.24022794  0.18879087  0.2004077   0.29709882
 -0.01408953 -0.11150914  0.42601332 -0.14626922 -0.18868735 -0.067692
  0.04870465  0.0061015  -0.26498222  0.07322601 -0.01830995  0.12802732
 -0.10784754  0.05316047 -0.01185297  0.01022018 -0.03426044  0.2887922
  0.26209715  0.09956168 -0.37770978  0.22341968 -0.00293913 -0.08002982
  0.03094317  0.10549182  0.06119407 -0.00352498  0.08618899 -0.10800268
  0.12728786 -0.46560165 -0.050037    0.12901981  0.16328722 -0.09023084
  0.01794249 -0.31292462  0.0134823   0.04354277  0.13154744  0.25062448
 -0.18204042 -0.12634479 -0.10912921 -0.23204066 -0.21505375 -0.34014806
 -0.00940587 -0.25176945 -0.15791611 -0.17411079 -0.30007872 -0.12538715
 -0.1151478   0.1991933   0.2302918   0.09951013 -0.25991243  0.2678212
 -0.0015176  -0.05310049  0.47588027  0.20680419 -0.08683623  0.1971324 ]"
8440,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
8441,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
8442,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
8443,"When Grace Divine receives a frightening phone call from her brother Jude, whom she then cannot find, she knows she must turn to her supernatural powers, even though it threatens her relationship with her boyfriend Daniel.","[-0.22009884 -0.27409327  0.0504319   0.06099281 -0.02971349 -0.12598157
  0.33928147 -0.00154344 -0.04992527  0.1887407  -0.10231924  0.07615252
 -0.11060651 -0.08536009 -0.30811813 -0.26002634  0.12625293  0.19086725
  0.18797207 -0.18950705  0.09007758  0.41660875 -0.20039709 -0.3220628
  0.23505738  0.01754065  0.16320634  0.1612439  -0.00361291  0.1181664
  0.05090846  0.16071694  0.2776886   0.02833404  0.0568404  -0.4407736
  0.02338398 -0.24652463  0.01198686 -0.11611571 -0.28999484  0.46188825
 -0.11350352  0.13773954  0.01843879 -0.15955646  0.26797315  0.2670701
  0.05345777 -0.07508431 -0.3590987   0.25474998  0.30049306  0.00675945
 -0.0460931  -0.17627002  0.10538039 -0.05115568  0.27484733 -0.0617278
  0.33085203 -0.20331106  0.15548322 -0.08295882  0.11333717  0.05472413
  0.24608435 -0.16936167  0.09637037  0.10367689  0.01204756 -0.08832631
  0.09458343 -0.01513634 -0.34408775 -0.04897692 -0.02290128 -0.34834996
 -0.19633327 -0.23719499 -0.17403048  0.10239042 -0.35084173 -0.07894273
 -0.00168039  0.09863222  0.02825888  0.08343878 -0.05826678  0.29615718
  0.05195595 -0.22664808  0.5533359   0.28749737 -0.3467962   0.12081053]"
8444,"Unable to let go of a poor review of his latest best-seller, novelist Cubby Greenwich endeavors to track down the reclusive critic only to trigger a terrifying chain of events that reveal the critic's sociopath tendencies as well as the violent nature of the critic's mother. 500,000 first printing.","[ 0.05944812 -0.32143    -0.09914859  0.04988623  0.03858606 -0.06532375
  0.23344137  0.1202746   0.23799431  0.09258596 -0.19341852  0.05112912
 -0.03955676  0.01864735 -0.34458917 -0.16712192 -0.06126051  0.24544273
 -0.14664541  0.06572883 -0.14508142  0.29771584 -0.14680149 -0.24607815
  0.23899153 -0.13628606  0.44813704  0.01825911  0.32441428  0.22480407
  0.11909198 -0.19107182  0.3642564  -0.5186187   0.20639314 -0.0680669
  0.15300916 -0.12396936  0.16451517 -0.3051911  -0.40784225  0.35928348
 -0.02886084  0.08850556  0.24153842 -0.13273902 -0.35744435  0.14801858
  0.03256407  0.07838631 -0.3768951   0.33374375 -0.06277009 -0.10926666
 -0.04572668  0.01673988 -0.08891878  0.30759874 -0.1147526  -0.19676997
  0.06413371 -0.38693672 -0.08476071 -0.40823326  0.18188052 -0.05522955
  0.322284   -0.11778693  0.29230484  0.30486253  0.02298763  0.31942526
  0.07702458  0.11177144 -0.14072773 -0.41368985 -0.24694416 -0.12348302
 -0.00097548 -0.19834611 -0.04563085  0.09686042 -0.1200038  -0.22301303
 -0.06961525  0.08996465  0.13406888  0.13688587 -0.37839016  0.3156735
 -0.07090149 -0.04377534  0.4522199   0.39885908 -0.34879968 -0.08307119]"
8445,Sixteen-year-old Cat St. John tries to come to terms with the growing evidence of her father's mental illness and his eventual suicide.,"[-0.03657246 -0.22076397  0.16359541  0.38650194 -0.00315189  0.11905156
  0.23744681  0.3455377   0.14882886  0.07109468  0.17307575 -0.10577313
 -0.2098718  -0.2355574  -0.29323944  0.2885941   0.13395306  0.23306823
 -0.02497832  0.00295811 -0.39186063  0.133045    0.22837427 -0.0864993
  0.16608064 -0.17624898  0.5181492   0.14313607  0.2125146  -0.04693413
  0.15225825 -0.33637792  0.50808376 -0.21786071  0.06538773 -0.09521042
  0.33544204 -0.01138648 -0.28278735  0.08960982 -0.39358324  0.5768296
  0.1259242   0.26824614  0.06613042 -0.2464635  -0.4670106   0.2929826
  0.02276072 -0.07119628 -0.3976749   0.48066762 -0.02245018 -0.35714802
 -0.43160525 -0.02153093 -0.29908034 -0.10241907 -0.17343175 -0.10964368
 -0.01448795 -0.430436   -0.00366895 -0.33557656 -0.00386715 -0.10035133
  0.18684272  0.12229159 -0.06923206  0.05517079 -0.00127722  0.20150006
  0.16667263 -0.05632246 -0.23481442 -0.18981388 -0.5605714  -0.28158715
 -0.16566844 -0.19966538 -0.14917935  0.1362106  -0.16180535 -0.24132843
 -0.28280595  0.25097674  0.278773    0.32208806 -0.58895624  0.43643984
 -0.06802513  0.06402285  0.7084727   0.21204294 -0.3500864   0.20375498]"
8446,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
8447,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
8448,"High above the planet Harmony, the Oversoul watches. Its task, programmed so many millennia ago, is to guard the human settlement on this planet--to protect this fragile remnant of Earth from all threats. To protect them, most of all, from themselves. The Oversoul has done its job well. There is no war on Harmony. There are no weapons of mass destruction. There is no technology that could lead to weapons of war. By control of the data banks, and subtle interference in the very thoughts of the people, the artificial intelligence has fulfilled its mission. But now there is a problem. In orbit, the Oversoul realizes that it has lost access to some of its memory banks, and some of its power systems are failing. And on the planet, men are beginning to think about power, wealth, and conquest.","[ 0.02178976 -0.20004143 -0.22532558 -0.09341918  0.06915829  0.24384336
  0.2787571  -0.03071714  0.16226307  0.2331953   0.03216006 -0.16044413
 -0.29664582 -0.04239785 -0.20763749 -0.2022331  -0.05985274  0.10541182
  0.15794028  0.18160135 -0.23174638 -0.03515911  0.01451613 -0.35574114
  0.02219402  0.09381439  0.24969295  0.1124396   0.178632    0.29579657
 -0.11263217  0.07031855  0.4208116  -0.3045816  -0.00260797  0.00377403
  0.01448724  0.04116305 -0.11011823  0.2081721  -0.16594324  0.14273362
 -0.33701584  0.05094387  0.23387033  0.24401885 -0.1141834   0.25405437
  0.37321064 -0.22753994 -0.36782163 -0.03231268  0.06219384 -0.00946399
  0.01767973  0.00951682 -0.18149155 -0.05166994 -0.00671161 -0.12915757
  0.1680012  -0.4678615   0.03105191  0.17747833  0.25364622 -0.10725117
  0.10108904 -0.16138822  0.08023942  0.3152633  -0.08686063  0.16390353
  0.05121783 -0.03681193 -0.22684513 -0.27709472 -0.22906975 -0.08572188
 -0.11276813 -0.12639534 -0.13755515  0.05696575 -0.20797223 -0.21174319
  0.11724345  0.25941536  0.05326329  0.1813082  -0.22565405  0.22077847
 -0.08895132 -0.0252834   0.36212492  0.24131338 -0.282482    0.00418035]"
8449,"Eliza Benedict's peaceful suburban life is shattered after being contacted by Walter Bowman, the man who kidnapped and held her hostage as a teen in 1985, and who now claims to want forgiveness while on death row. 150,000 first printing.","[ 0.14287904 -0.06496291 -0.1775937  -0.05195107  0.04621188  0.0781437
  0.19194457  0.20594537  0.20662725  0.12707056 -0.16919896 -0.08759493
 -0.3953758   0.04954369 -0.0017903  -0.14758328 -0.41202113  0.21804884
  0.04338251  0.03296434 -0.07766873  0.44299474  0.20711115 -0.25710195
  0.24757832  0.05495637  0.5492512   0.20228617  0.09869207  0.03106497
 -0.0634238  -0.06007679  0.2841547  -0.02687582 -0.08293442 -0.11826741
 -0.05546275  0.12277789 -0.10563185 -0.08781152 -0.11273417  0.1221384
  0.08769394  0.0151913   0.2476728   0.07884435 -0.04069499  0.13826758
  0.4002022  -0.06080242 -0.33697668  0.16138774 -0.02877689 -0.2106926
 -0.08543607  0.0677974   0.14413533  0.04821542  0.19599694 -0.18024053
  0.02134122 -0.50283784 -0.277651   -0.10391047  0.08953655 -0.07894656
  0.04105585 -0.31636098  0.31084514  0.1450972   0.27693135  0.1081453
 -0.03893935 -0.12362874 -0.22167541 -0.25638947 -0.527891   -0.24707983
 -0.15881729 -0.07999052 -0.07308136 -0.19174063 -0.33270633 -0.08804083
 -0.02499146  0.20336528  0.18332922  0.16208996 -0.3863139   0.31868702
 -0.15120484 -0.09591128  0.30882627  0.30228552  0.0431658   0.08876101]"
8450,"When Theronai warrior Drake, who protects humanity against evil, touches Helen Day, a woman he encounters in a diner, the anquish he has borne for centuries fades away and he must discover why this mysterious woman has such power over him. Original.","[ 0.06321806 -0.37705183 -0.14415902  0.02124541 -0.01068071  0.2533154
  0.2999297   0.0717763   0.09113222  0.02374015  0.23082334  0.094551
 -0.33081475 -0.31372568 -0.11284214 -0.28040096 -0.05369527  0.2154904
 -0.09799549 -0.06522135 -0.0504492   0.25666973 -0.08135625 -0.25911084
  0.06781214  0.02632475  0.14790015  0.26135698  0.01922567  0.25519302
 -0.24050383  0.00994652  0.36443698 -0.01328    -0.10455581 -0.2542303
  0.07028034  0.03776984  0.10032311  0.2737435  -0.14778711  0.05077043
 -0.25073144  0.19008315  0.150905    0.02472907  0.27136686  0.32609847
  0.29583195 -0.15698905 -0.28375664 -0.10805502  0.13374405  0.06233222
 -0.06648383  0.1529706   0.06554017  0.03285982  0.08465458  0.17536192
  0.1417058  -0.39400756 -0.18842377 -0.03723266 -0.0074345  -0.07324519
  0.1320901  -0.09354601  0.2756551   0.12540288  0.00672576  0.08482333
  0.16548678 -0.28370908 -0.2189277  -0.19621517 -0.36938825 -0.11034393
 -0.1365869  -0.46720597 -0.19024925 -0.07982112 -0.4582139  -0.12096197
 -0.01056451  0.14940618 -0.10521651 -0.00489748 -0.13351297  0.23603357
  0.07865321 -0.116479    0.6465669   0.27209768 -0.17505467  0.2760091 ]"
